ticker,quarter_end_date,nav,announcement_date,Unnamed: 0,trade_date,permno,ticker_1,price,ret,vol,shrout
ARCC,2024-03-31,19.53,2024-05-01 00:00:00,2117,2024-05-01 00:00:00,90401,ARCC,20.85,0.011645,3842668.0,607764.0
ARCC,2024-03-31,19.53,2024-05-01 00:00:00,2118,2024-05-02 00:00:00,90401,ARCC,20.54,-0.014868,4242271.0,607764.0
ARCC,2024-03-31,19.53,2024-05-01 00:00:00,2119,2024-05-03 00:00:00,90401,ARCC,20.61,0.003408,2859635.0,607764.0
ARCC,2023-12-31,19.24,2024-02-07 00:00:00,2057,2024-02-05 00:00:00,90401,ARCC,19.97,-0.009916,4403597.0,582311.0
ARCC,2023-12-31,19.24,2024-02-07 00:00:00,2058,2024-02-06 00:00:00,90401,ARCC,19.94,-0.001502,4650612.0,582311.0
ARCC,2023-12-31,19.24,2024-02-07 00:00:00,2059,2024-02-07 00:00:00,90401,ARCC,20.19,0.012538,6160698.0,582311.0
ARCC,2023-12-31,19.24,2024-02-07 00:00:00,2060,2024-02-08 00:00:00,90401,ARCC,20.01,-0.008915,5481360.0,582311.0
ARCC,2023-12-31,19.24,2024-02-07 00:00:00,2061,2024-02-09 00:00:00,90401,ARCC,20.07,0.002998,3235833.0,582311.0
MAIN,2022-09-30,25.94,2022-11-03 00:00:00,4027,2022-10-31 00:00:00,92309,MAIN,36.94,0.001084,230580.0,75076.0
MAIN,2022-09-30,25.94,2022-11-03 00:00:00,4028,2022-11-01 00:00:00,92309,MAIN,37.25,0.008392,218503.0,75076.0
MAIN,2022-09-30,25.94,2022-11-03 00:00:00,4029,2022-11-02 00:00:00,92309,MAIN,37.3,0.001342,356273.0,75076.0
MAIN,2022-09-30,25.94,2022-11-03 00:00:00,4030,2022-11-03 00:00:00,92309,MAIN,37.39,0.002413,339481.0,75076.0
MAIN,2022-09-30,25.94,2022-11-03 00:00:00,4031,2022-11-04 00:00:00,92309,MAIN,39.0,0.04306,536099.0,75076.0
MAIN,2022-06-30,25.37,2022-08-04 00:00:00,3963,2022-08-01 00:00:00,92309,MAIN,44.49,-0.006997,268500.0,72979.0
MAIN,2022-06-30,25.37,2022-08-04 00:00:00,3964,2022-08-02 00:00:00,92309,MAIN,44.32,-0.003821,258900.0,72979.0
MAIN,2022-06-30,25.37,2022-08-04 00:00:00,3965,2022-08-03 00:00:00,92309,MAIN,44.74,0.009477,260826.0,72979.0
MAIN,2022-06-30,25.37,2022-08-04 00:00:00,3966,2022-08-04 00:00:00,92309,MAIN,44.38,-0.008047,244268.0,72979.0
MAIN,2022-06-30,25.37,2022-08-04 00:00:00,3967,2022-08-05 00:00:00,92309,MAIN,45.28,0.020279,426420.0,72979.0
MAIN,2022-03-31,25.89,2022-05-05 00:00:00,3901,2022-05-02 00:00:00,92309,MAIN,39.2,-0.020502,603534.0,71692.0
MAIN,2022-03-31,25.89,2022-05-05 00:00:00,3902,2022-05-03 00:00:00,92309,MAIN,40.39,0.030357,331749.0,71692.0
MAIN,2022-03-31,25.89,2022-05-05 00:00:00,3903,2022-05-04 00:00:00,92309,MAIN,41.15,0.018817,307052.0,71692.0
MAIN,2022-03-31,25.89,2022-05-05 00:00:00,3904,2022-05-05 00:00:00,92309,MAIN,39.71,-0.034994,393498.0,71692.0
MAIN,2022-03-31,25.89,2022-05-05 00:00:00,3905,2022-05-06 00:00:00,92309,MAIN,40.54,0.020902,398240.0,71692.0
MAIN,2021-12-31,25.29,2022-02-24 00:00:00,3853,2022-02-22 00:00:00,92309,MAIN,42.22,-0.015392,332937.0,69583.0
MAIN,2021-12-31,25.29,2022-02-24 00:00:00,3854,2022-02-23 00:00:00,92309,MAIN,41.93,-0.006869,258552.0,69583.0
MAIN,2021-12-31,25.29,2022-02-24 00:00:00,3855,2022-02-24 00:00:00,92309,MAIN,41.67,-0.006201,672619.0,69583.0
MAIN,2021-12-31,25.29,2022-02-24 00:00:00,3856,2022-02-25 00:00:00,92309,MAIN,43.07,0.033597,493509.0,69583.0
MAIN,2021-09-30,24.27,2021-11-04 00:00:00,3776,2021-11-01 00:00:00,92309,MAIN,43.44,-0.008672,299456.0,68611.0
MAIN,2021-09-30,24.27,2021-11-04 00:00:00,3777,2021-11-02 00:00:00,92309,MAIN,43.82,0.008748,252657.0,68611.0
MAIN,2021-09-30,24.27,2021-11-04 00:00:00,3778,2021-11-03 00:00:00,92309,MAIN,43.8,-0.000456,214432.0,68611.0
MAIN,2021-09-30,24.27,2021-11-04 00:00:00,3779,2021-11-04 00:00:00,92309,MAIN,43.93,0.002968,208900.0,68611.0
MAIN,2021-09-30,24.27,2021-11-04 00:00:00,3780,2021-11-05 00:00:00,92309,MAIN,45.55,0.036877,403447.0,68611.0
MAIN,2021-06-30,23.42,2021-08-05 00:00:00,3712,2021-08-02 00:00:00,92309,MAIN,41.27,0.003648,215033.0,68227.0
MAIN,2021-06-30,23.42,2021-08-05 00:00:00,3713,2021-08-03 00:00:00,92309,MAIN,41.61,0.008238,195453.0,68227.0
MAIN,2021-06-30,23.42,2021-08-05 00:00:00,3714,2021-08-04 00:00:00,92309,MAIN,41.4,-0.005047,236307.0,68227.0
MAIN,2021-06-30,23.42,2021-08-05 00:00:00,3715,2021-08-05 00:00:00,92309,MAIN,41.69,0.007005,210737.0,68227.0
MAIN,2021-06-30,23.42,2021-08-05 00:00:00,3716,2021-08-06 00:00:00,92309,MAIN,41.74,0.001199,248537.0,68227.0
MAIN,2021-03-31,22.65,2021-05-06 00:00:00,3649,2021-05-03 00:00:00,92309,MAIN,42.41,-0.004226,373290.0,67968.0
MAIN,2021-03-31,22.65,2021-05-06 00:00:00,3650,2021-05-04 00:00:00,92309,MAIN,42.06,-0.008253,386749.0,67968.0
MAIN,2021-03-31,22.65,2021-05-06 00:00:00,3651,2021-05-05 00:00:00,92309,MAIN,42.08,0.000476,227911.0,67968.0
MAIN,2021-03-31,22.65,2021-05-06 00:00:00,3652,2021-05-06 00:00:00,92309,MAIN,41.58,-0.011882,467477.0,67968.0
MAIN,2021-03-31,22.65,2021-05-06 00:00:00,3653,2021-05-07 00:00:00,92309,MAIN,41.67,0.002164,318095.0,67968.0
MAIN,2020-12-31,22.35,2021-02-25 00:00:00,3600,2021-02-22 00:00:00,92309,MAIN,35.63,0.017709,496518.0,66273.0
MAIN,2020-12-31,22.35,2021-02-25 00:00:00,3601,2021-02-23 00:00:00,92309,MAIN,35.63,0.0,530572.0,66273.0
MAIN,2020-12-31,22.35,2021-02-25 00:00:00,3602,2021-02-24 00:00:00,92309,MAIN,36.92,0.036205,645853.0,66273.0
MAIN,2020-12-31,22.35,2021-02-25 00:00:00,3603,2021-02-25 00:00:00,92309,MAIN,35.7,-0.027492,577757.0,66273.0
MAIN,2020-12-31,22.35,2021-02-25 00:00:00,3604,2021-02-26 00:00:00,92309,MAIN,36.68,0.027451,485859.0,67963.0
MAIN,2020-09-30,21.52,2020-11-05 00:00:00,3525,2020-11-02 00:00:00,92309,MAIN,28.19,0.029208,452071.0,65865.0
MAIN,2020-09-30,21.52,2020-11-05 00:00:00,3526,2020-11-03 00:00:00,92309,MAIN,28.67,0.017027,274983.0,65865.0
MAIN,2020-09-30,21.52,2020-11-05 00:00:00,3527,2020-11-04 00:00:00,92309,MAIN,28.76,0.003139,316535.0,65865.0
MAIN,2020-09-30,21.52,2020-11-05 00:00:00,3528,2020-11-05 00:00:00,92309,MAIN,29.35,0.020515,277770.0,65865.0
MAIN,2020-09-30,21.52,2020-11-05 00:00:00,3529,2020-11-06 00:00:00,92309,MAIN,28.76,-0.020102,327122.0,65865.0
MAIN,2020-06-30,20.85,2020-08-06 00:00:00,3461,2020-08-03 00:00:00,92309,MAIN,29.99,-0.010558,398588.0,64883.0
MAIN,2020-06-30,20.85,2020-08-06 00:00:00,3462,2020-08-04 00:00:00,92309,MAIN,30.61,0.020674,336031.0,64883.0
MAIN,2020-06-30,20.85,2020-08-06 00:00:00,3463,2020-08-05 00:00:00,92309,MAIN,31.05,0.014374,362889.0,64883.0
MAIN,2020-06-30,20.85,2020-08-06 00:00:00,3464,2020-08-06 00:00:00,92309,MAIN,30.97,-0.002576,237096.0,64883.0
MAIN,2020-06-30,20.85,2020-08-06 00:00:00,3465,2020-08-07 00:00:00,92309,MAIN,32.04,0.03455,487250.0,64883.0
MAIN,2020-03-31,20.91,2020-05-07 00:00:00,3398,2020-05-04 00:00:00,92309,MAIN,24.03,-0.035327,634530.0,64416.0
MAIN,2020-03-31,20.91,2020-05-07 00:00:00,3399,2020-05-05 00:00:00,92309,MAIN,25.17,0.047441,695243.0,64416.0
MAIN,2020-03-31,20.91,2020-05-07 00:00:00,3400,2020-05-06 00:00:00,92309,MAIN,25.87,0.027811,551081.0,64416.0
