ticker,announcement_date,trade_date,nav,nav_ret,ret,price,excess_ret
ARCC,2015-11-04,2015-12-01,16.789578623012126,-0.0004995796450920631,0.003161,15.87,-0.006347
ARCC,2015-11-04,2015-12-02,16.789578623012126,-0.0004995796450920631,-0.008822,15.73,0.0019
ARCC,2015-11-04,2015-12-03,16.789578623012126,-0.0004995796450920631,-0.003179,15.68,0.011138
ARCC,2015-11-04,2015-12-04,16.789578623012126,-0.0004995796450920631,0.005102,15.76,-0.011352
ARCC,2015-11-04,2015-12-07,16.789578623012126,-0.0004995796450920631,-0.025381,15.36,-0.015612
ARCC,2015-11-04,2015-12-08,16.789578623012126,-0.0004995796450920631,-0.007812,15.24,-0.001699
ARCC,2015-11-04,2015-12-09,16.789578623012126,-0.0004995796450920631,-0.023622,14.88,-0.016992
ARCC,2015-11-04,2015-12-10,16.789578623012126,-0.0004995796450920631,0.02285,15.22,0.020797
ARCC,2015-11-04,2015-12-11,16.789578623012126,-0.0004995796450920631,-0.029566,14.39,-0.009737
ARCC,2015-11-04,2015-12-14,16.789578623012126,-0.0004995796450920631,-0.026407,14.01,-0.027984
ARCC,2015-11-04,2015-12-15,16.789578623012126,-0.0004995796450920631,0.015703,14.23,0.004386
ARCC,2015-11-04,2015-12-16,16.789578623012126,-0.0004995796450920631,0.0,14.23,-0.014887
ARCC,2015-11-04,2015-12-17,16.789578623012126,-0.0004995796450920631,0.003514,14.28,0.018102
ARCC,2015-11-04,2015-12-18,16.789578623012126,-0.0004995796450920631,-0.021709,13.97,-0.006672
ARCC,2015-11-04,2015-12-21,16.789578623012126,-0.0004995796450920631,0.007874,14.08,0.000711
ARCC,2015-11-04,2015-12-22,16.789578623012126,-0.0004995796450920631,0.008523,14.2,-0.000304
ARCC,2015-11-04,2015-12-23,16.789578623012126,-0.0004995796450920631,0.030282,14.63,0.016604
ARCC,2015-11-04,2015-12-24,16.789578623012126,-0.0004995796450920631,0.000684,14.64,0.001523
ARCC,2015-11-04,2015-12-28,16.789578623012126,-0.0004995796450920631,-0.018101,14.375,-0.014782
ARCC,2015-11-04,2015-12-29,16.789578623012126,-0.0004995796450920631,0.001044,14.39,-0.008974
ARCC,2015-11-04,2015-12-30,16.789578623012126,-0.0004995796450920631,0.0,14.39,0.007358
ARCC,2015-11-04,2015-12-31,16.789578623012126,-0.0004995796450920631,-0.009729,14.25,-0.001548
ARCC,2015-11-04,2016-01-04,16.789578623012126,-0.0004995796450920631,0.014737,14.46,0.029628
ARCC,2015-11-04,2016-01-05,16.789578623012126,-0.0004995796450920631,0.00899,14.59,0.007593
ARCC,2015-11-04,2016-01-06,16.789578623012126,-0.0004995796450920631,-0.003427,14.54,0.010372
ARCC,2015-11-04,2016-01-07,16.789578623012126,-0.0004995796450920631,-0.031637,14.08,-0.007728
ARCC,2015-11-04,2016-01-08,16.789578623012126,-0.0004995796450920631,-0.012074,13.91,-0.001139
ARCC,2015-11-04,2016-01-11,16.789578623012126,-0.0004995796450920631,-0.00647,13.82,-0.004734
ARCC,2015-11-04,2016-01-12,16.789578623012126,-0.0004995796450920631,0.010854,13.97,0.004773
ARCC,2015-11-04,2016-01-13,16.789578623012126,-0.0004995796450920631,-0.027201,13.59,-0.001367
ARCC,2015-11-04,2016-01-14,16.789578623012126,-0.0004995796450920631,0.010302,13.73,-0.005132
ARCC,2015-11-04,2016-01-15,16.789578623012126,-0.0004995796450920631,-0.01748,13.49,0.00419
ARCC,2015-11-04,2016-01-19,16.789578623012126,-0.0004995796450920631,0.005189,13.56,0.007603
ARCC,2015-11-04,2016-01-20,16.789578623012126,-0.0004995796450920631,-0.025074,13.22,-0.01449
ARCC,2015-11-04,2016-01-21,16.789578623012126,-0.0004995796450920631,0.012859,13.39,0.007205
ARCC,2015-11-04,2016-01-22,16.789578623012126,-0.0004995796450920631,0.03062,13.8,0.008144
ARCC,2015-11-04,2016-01-25,16.789578623012126,-0.0004995796450920631,-0.013044,13.62,0.003629
ARCC,2015-11-04,2016-01-26,16.789578623012126,-0.0004995796450920631,0.016887,13.85,0.000968
ARCC,2015-11-04,2016-01-27,16.789578623012126,-0.0004995796450920631,-0.007942,13.74,0.002604
ARCC,2015-11-04,2016-01-28,16.789578623012126,-0.0004995796450920631,0.001456,13.76,-0.003579
ARCC,2015-11-04,2016-01-29,16.789578623012126,-0.0004995796450920631,0.010174,13.9,-0.014373
ARCC,2015-11-04,2016-02-01,16.789578623012126,-0.0004995796450920631,0.002878,13.94,0.003229
ARCC,2015-11-04,2016-02-02,16.789578623012126,-0.0004995796450920631,-0.016499,13.71,0.003523
ARCC,2015-11-04,2016-02-03,16.789578623012126,-0.0004995796450920631,-0.001094,13.695,-0.006823
ARCC,2015-11-04,2016-02-04,16.789578623012126,-0.0004995796450920631,-0.006207,13.61,-0.00983
ARCC,2015-11-04,2016-02-05,16.789578623012126,-0.0004995796450920631,-0.000735,13.6,0.018856
ARCC,2015-11-04,2016-02-08,16.789578623012126,-0.0004995796450920631,-0.038235,13.08,-0.021271
ARCC,2015-11-04,2016-02-09,16.789578623012126,-0.0004995796450920631,-0.006881,12.99,-0.003814
ARCC,2015-11-04,2016-02-10,16.789578623012126,-0.0004995796450920631,-0.013087,12.82,-0.01336
ARCC,2015-11-04,2016-02-11,16.789578623012126,-0.0004995796450920631,-0.021841,12.54,-0.009862
ARCC,2015-11-04,2016-02-12,16.789578623012126,-0.0004995796450920631,0.026316,12.87,0.006184
ARCC,2015-11-04,2016-02-16,16.789578623012126,-0.0004995796450920631,0.005439,12.94,-0.012245
ARCC,2015-11-04,2016-02-17,16.789578623012126,-0.0004995796450920631,0.020866,13.21,0.002767
ARCC,2015-11-04,2016-02-18,16.789578623012126,-0.0004995796450920631,-0.013626,13.03,-0.009427
ARCC,2015-11-04,2016-02-19,16.789578623012126,-0.0004995796450920631,-0.021489,12.75,-0.021258
ARCC,2015-11-04,2016-02-22,16.789578623012126,-0.0004995796450920631,0.006275,12.83,-0.00803
ARCC,2015-11-04,2016-02-23,16.789578623012126,-0.0004995796450920631,0.007015,12.92,0.018804
ARCC,2016-02-24,2016-02-24,16.457392626619626,-0.019785249162667995,0.0,12.92,-0.004963
ARCC,2016-02-24,2016-02-25,16.457392626619626,-0.019785249162667995,0.036378,13.39,0.025334
ARCC,2016-02-24,2016-02-26,16.457392626619626,-0.019785249162667995,0.008962,13.51,0.008679
ARCC,2016-02-24,2016-02-29,16.457392626619626,-0.019785249162667995,0.011103,13.66,0.016996
ARCC,2016-02-24,2016-03-01,16.457392626619626,-0.019785249162667995,0.016838,13.89,-0.005566
ARCC,2016-02-24,2016-03-02,16.457392626619626,-0.019785249162667995,0.013679,14.08,0.008005
ARCC,2016-02-24,2016-03-03,16.457392626619626,-0.019785249162667995,0.004617,14.145,-0.000986
ARCC,2016-02-24,2016-03-04,16.457392626619626,-0.019785249162667995,0.003181,14.19,-0.001011
ARCC,2016-02-24,2016-03-07,16.457392626619626,-0.019785249162667995,0.005638,14.27,0.002415
ARCC,2016-02-24,2016-03-08,16.457392626619626,-0.019785249162667995,-0.006307,14.18,0.007233
ARCC,2016-02-24,2016-03-09,16.457392626619626,-0.019785249162667995,-0.002821,14.14,-0.008376
ARCC,2016-02-24,2016-03-10,16.457392626619626,-0.019785249162667995,-0.009194,14.01,-0.007913
ARCC,2016-02-24,2016-03-11,16.457392626619626,-0.019785249162667995,0.024982,13.98,0.00754
ARCC,2016-02-24,2016-03-14,16.457392626619626,-0.019785249162667995,-0.002861,13.94,-0.001285
ARCC,2016-02-24,2016-03-15,16.457392626619626,-0.019785249162667995,-0.004304,13.88,0.000154
ARCC,2016-02-24,2016-03-16,16.457392626619626,-0.019785249162667995,0.012968,14.06,0.005475
ARCC,2016-02-24,2016-03-17,16.457392626619626,-0.019785249162667995,0.014225,14.26,0.005975
ARCC,2016-02-24,2016-03-18,16.457392626619626,-0.019785249162667995,0.001402,14.28,-0.002477
ARCC,2016-02-24,2016-03-21,16.457392626619626,-0.019785249162667995,0.002801,14.32,0.002298
ARCC,2016-02-24,2016-03-22,16.457392626619626,-0.019785249162667995,0.002095,14.35,0.002467
ARCC,2016-02-24,2016-03-23,16.457392626619626,-0.019785249162667995,-0.011847,14.18,-0.002397
ARCC,2016-02-24,2016-03-24,16.457392626619626,-0.019785249162667995,0.021157,14.48,0.021298
ARCC,2016-02-24,2016-03-28,16.457392626619626,-0.019785249162667995,-0.005525,14.4,-0.006331
ARCC,2016-02-24,2016-03-29,16.457392626619626,-0.019785249162667995,0.013889,14.6,0.002836
ARCC,2016-02-24,2016-03-30,16.457392626619626,-0.019785249162667995,-0.000685,14.59,-0.005152
ARCC,2016-02-24,2016-03-31,16.457392626619626,-0.019785249162667995,0.017135,14.84,0.018003
ARCC,2016-02-24,2016-04-01,16.457392626619626,-0.019785249162667995,0.016846,15.09,0.012182
ARCC,2016-02-24,2016-04-04,16.457392626619626,-0.019785249162667995,-0.009278,14.95,-0.004887
ARCC,2016-02-24,2016-04-05,16.457392626619626,-0.019785249162667995,-0.009365,14.81,0.000647
ARCC,2016-02-24,2016-04-06,16.457392626619626,-0.019785249162667995,0.012154,14.99,0.00108
ARCC,2016-02-24,2016-04-07,16.457392626619626,-0.019785249162667995,-0.010007,14.84,0.001646
ARCC,2016-02-24,2016-04-08,16.457392626619626,-0.019785249162667995,0.003369,14.89,-0.000958
ARCC,2016-02-24,2016-04-11,16.457392626619626,-0.019785249162667995,0.005373,14.97,0.007206
